City,Category,Business,Demand,Competition,Investment
Vasai,Healthcare,Clinic,64,28,4300000
Jaipur,Healthcare,Clinic,67,62,700000
Patna,Tech,Mobile Repair,96,62,2700000
Rajkot,Tech,Software Startup,87,32,1900000
Chandigarh,Retail,Grocery Store,50,60,3600000
Kolkata,Fitness,Gym,95,43,1800000
Bhopal,Tourism,Travel Agency,76,40,4400000
Kanpur,Tourism,Tour Guide Service,82,68,1500000
Hubli,Education,Coaching Institute,90,51,2500000
Jabalpur,Food,Restaurant,54,46,3200000
Ghaziabad,Retail,Bookstore,62,62,1000000
Hyderabad,Healthcare,Diagnostic Center,63,77,1300000
Jaipur,Fitness,Yoga Studio,74,45,800000
Meerut,Healthcare,Clinic,87,53,4800000
Ahmedabad,Healthcare,Pharmacy,85,25,2400000
Indore,Fitness,Dance Studio,69,70,3400000
Nagpur,Healthcare,Diagnostic Center,50,21,1400000
Delhi,Education,Online Course,93,43,3600000
Delhi,Education,Coaching Institute,63,74,700000
Kalyan,Education,Online Course,66,60,3100000
Agra,Tourism,Guest House,60,53,3800000
Raipur,Food,Cafe,98,49,2100000
Thane,Education,Online Course,66,75,2600000
Pune,Fitness,Gym,64,56,1900000
Navi Mumbai,Tech,Mobile Repair,50,52,700000
Chandigarh,Education,Tuition Center,95,60,3100000
Delhi,Retail,Clothing Boutique,53,74,2800000
Madurai,Education,Online Course,70,33,1200000
Vasai,Retail,Bookstore,75,26,2900000
Nagpur,Healthcare,Pharmacy,75,49,600000
Coimbatore,Healthcare,Clinic,88,63,1500000
Mumbai,Retail,Grocery Store,89,66,2000000
Chennai,Tech,Mobile Repair,94,40,2000000
Lucknow,Fitness,Gym,82,50,2500000
Raipur,Healthcare,Diagnostic Center,71,36,2900000
Raipur,Tech,Software Startup,80,32,1400000
Madurai,Food,Cloud Kitchen,69,67,1800000
Hyderabad,Education,Coaching Institute,89,33,1800000
Varanasi,Tech,Electronics Store,66,40,4300000
Allahabad,Tourism,Travel Agency,93,54,4900000
Allahabad,Food,Cafe,53,76,2400000
Gwalior,Retail,Bookstore,92,52,3200000
Kanpur,Fitness,Dance Studio,67,26,4800000
Indore,Tech,Electronics Store,79,54,4900000
Kolkata,Tech,Software Startup,67,79,2900000
Mysore,Tech,Software Startup,88,50,3200000
Meerut,Fitness,Dance Studio,69,27,600000
Howrah,Retail,Grocery Store,85,40,1200000
Chennai,Healthcare,Clinic,70,63,4700000
Mumbai,Healthcare,Clinic,62,63,3200000
Dhanbad,Tech,Software Startup,68,77,2500000
Mysore,Food,Bakery,74,60,2400000
Howrah,Tech,Mobile Repair,67,39,4300000
Visakhapatnam,Food,Bakery,68,21,700000
Allahabad,Retail,Clothing Boutique,93,33,3500000
Navi Mumbai,Education,Tuition Center,100,43,4100000
Mysore,Tech,Electronics Store,69,35,4600000
Visakhapatnam,Tech,Mobile Repair,83,80,3100000
Navi Mumbai,Healthcare,Diagnostic Center,98,33,4700000
Delhi,Healthcare,Clinic,91,63,3400000
Mumbai,Food,Bakery,77,73,4900000
Chandigarh,Fitness,Dance Studio,80,51,3000000
Patna,Food,Restaurant,53,32,3900000
Visakhapatnam,Tech,Electronics Store,87,48,4900000
Pune,Education,Coaching Institute,95,30,3200000
Visakhapatnam,Tech,Electronics Store,94,58,4300000
Meerut,Fitness,Yoga Studio,97,39,1700000
Chennai,Retail,Bookstore,90,45,3400000
Guwahati,Healthcare,Pharmacy,75,29,4000000
Pune,Retail,Grocery Store,50,42,1300000
Madurai,Food,Bakery,77,80,3800000
Nagpur,Tech,Software Startup,95,48,2900000
Madurai,Retail,Bookstore,80,49,3800000
Bangalore,Retail,Bookstore,77,25,2100000
Ranchi,Retail,Clothing Boutique,65,23,2700000
Raipur,Education,Tuition Center,73,34,1500000
Visakhapatnam,Retail,Bookstore,83,53,4800000
Rajkot,Tech,Electronics Store,81,62,4700000
Varanasi,Education,Tuition Center,60,73,1800000
Aurangabad,Education,Tuition Center,84,53,4700000
Navi Mumbai,Tourism,Guest House,52,80,1900000
Varanasi,Retail,Bookstore,52,48,3500000
Ludhiana,Tourism,Tour Guide Service,97,47,4000000
Indore,Food,Cloud Kitchen,99,57,2500000
Allahabad,Tech,Software Startup,61,36,4900000
Hyderabad,Retail,Clothing Boutique,94,61,3300000
Vijayawada,Education,Tuition Center,61,34,900000
Amritsar,Fitness,Gym,63,45,3800000
Kanpur,Food,Restaurant,90,60,2900000
Thane,Fitness,Yoga Studio,72,52,3600000
Pune,Healthcare,Diagnostic Center,68,42,2600000
Kalyan,Retail,Grocery Store,50,53,3000000
Amritsar,Healthcare,Clinic,52,47,3300000
Nagpur,Healthcare,Clinic,95,66,4000000
Vadodara,Tech,Mobile Repair,86,73,2900000
Allahabad,Retail,Grocery Store,74,71,1900000
Hubli,Tech,Software Startup,95,39,700000
Vijayawada,Tech,Mobile Repair,87,43,4500000
Delhi,Healthcare,Diagnostic Center,50,54,2000000
Mumbai,Tourism,Travel Agency,59,41,4700000
Lucknow,Fitness,Gym,61,45,800000
Vadodara,Fitness,Yoga Studio,97,80,1900000
Thane,Education,Coaching Institute,61,30,2800000
Ranchi,Food,Restaurant,65,20,2700000
Hyderabad,Retail,Grocery Store,85,56,700000
Vijayawada,Fitness,Yoga Studio,94,43,1700000
Indore,Food,Cafe,61,74,2200000
Bangalore,Tourism,Tour Guide Service,83,49,4900000
Kolkata,Tourism,Tour Guide Service,64,46,3100000
Chennai,Fitness,Dance Studio,83,71,2700000
Kolkata,Retail,Bookstore,69,48,1700000
Mumbai,Education,Coaching Institute,71,59,1500000
Jaipur,Fitness,Gym,89,40,700000
Srinagar,Education,Coaching Institute,91,77,1000000
Amritsar,Tourism,Travel Agency,94,34,4200000
Meerut,Fitness,Gym,73,26,1300000
Guwahati,Tourism,Travel Agency,63,20,2400000
Ranchi,Education,Coaching Institute,58,67,2400000
Varanasi,Education,Online Course,70,41,1700000
Meerut,Food,Cafe,87,80,2400000
Chandigarh,Healthcare,Clinic,71,61,4200000
Mumbai,Tourism,Travel Agency,86,63,1900000
Hyderabad,Education,Coaching Institute,61,46,2300000
Nagpur,Tech,Electronics Store,93,31,1200000
Nagpur,Retail,Bookstore,73,34,2400000
Nashik,Education,Coaching Institute,97,69,3300000
Hubli,Food,Cloud Kitchen,61,52,2700000
Vadodara,Food,Cloud Kitchen,86,41,3300000
Mumbai,Fitness,Gym,76,22,2200000
Chennai,Healthcare,Pharmacy,85,26,1000000
Gwalior,Education,Online Course,74,46,900000
Gwalior,Food,Cafe,89,20,5000000
Agra,Tech,Mobile Repair,92,68,1800000
Ahmedabad,Food,Cafe,68,69,2100000
Delhi,Tech,Mobile Repair,50,25,4200000
Kanpur,Healthcare,Clinic,58,80,1500000
Tiruchirappalli,Tech,Mobile Repair,95,56,1100000
Bangalore,Tourism,Tour Guide Service,60,80,1400000
Varanasi,Fitness,Gym,71,57,5000000
Kolkata,Healthcare,Clinic,91,44,4300000
Varanasi,Fitness,Dance Studio,58,55,1500000
Chennai,Fitness,Dance Studio,56,76,3300000
Indore,Healthcare,Clinic,73,49,3100000
Meerut,Education,Online Course,72,56,3000000
Gwalior,Fitness,Dance Studio,86,70,800000
Tiruchirappalli,Education,Online Course,94,56,3700000
Kanpur,Tourism,Guest House,74,28,2900000
Bangalore,Food,Cafe,69,42,500000
Delhi,Education,Online Course,60,69,3000000
Kota,Food,Cloud Kitchen,96,66,3800000
Allahabad,Tech,Mobile Repair,100,34,3500000
Ahmedabad,Fitness,Dance Studio,94,52,4600000
Thane,Tourism,Travel Agency,87,24,2100000
Delhi,Food,Bakery,85,75,3200000
Mumbai,Tourism,Tour Guide Service,70,64,3900000
Chandigarh,Tech,Software Startup,99,75,3300000
Delhi,Fitness,Gym,51,63,4500000
Navi Mumbai,Tourism,Tour Guide Service,89,66,1600000
Ranchi,Education,Coaching Institute,97,77,4100000
Chennai,Education,Coaching Institute,77,52,2100000
Madurai,Healthcare,Clinic,51,45,4300000
Mumbai,Fitness,Yoga Studio,68,51,2600000
Delhi,Tourism,Guest House,67,70,2800000
Kanpur,Tech,Software Startup,76,21,2700000
Kolkata,Education,Online Course,76,31,1200000
Coimbatore,Tech,Mobile Repair,94,52,1500000
Chennai,Fitness,Gym,92,26,2000000
Gwalior,Healthcare,Clinic,89,77,2300000
Chandigarh,Tourism,Tour Guide Service,79,26,4900000
Kolkata,Tech,Electronics Store,87,67,3400000
Mumbai,Tech,Mobile Repair,88,32,2900000
Mumbai,Education,Coaching Institute,64,22,5000000
Kolkata,Healthcare,Clinic,71,79,3300000
Hubli,Fitness,Yoga Studio,74,79,2700000
Mysore,Fitness,Yoga Studio,83,40,4800000
Kolkata,Retail,Bookstore,70,38,2300000
Agra,Education,Coaching Institute,63,23,3500000
Delhi,Fitness,Gym,60,68,800000
Vadodara,Food,Restaurant,87,25,2200000
Allahabad,Fitness,Dance Studio,96,28,4100000
Lucknow,Tourism,Travel Agency,77,69,1500000
Pune,Tech,Mobile Repair,59,80,1500000
Delhi,Tourism,Tour Guide Service,67,69,2300000
Faridabad,Tourism,Tour Guide Service,60,26,2300000
Pune,Fitness,Yoga Studio,73,27,1700000
Pune,Tech,Electronics Store,91,52,3400000
Mumbai,Healthcare,Clinic,84,28,1200000
Howrah,Food,Cafe,100,65,4100000
Raipur,Tech,Electronics Store,89,42,3600000
Chennai,Food,Restaurant,58,59,3200000
Jodhpur,Healthcare,Pharmacy,56,37,1600000
Agra,Retail,Grocery Store,65,71,2600000
Bhopal,Healthcare,Clinic,84,26,2400000
Chandigarh,Tech,Electronics Store,69,52,4700000
Mumbai,Healthcare,Diagnostic Center,54,57,700000
Chandigarh,Tech,Mobile Repair,87,29,1000000
Bangalore,Tech,Mobile Repair,81,48,500000
Faridabad,Food,Cafe,98,35,1100000
Jabalpur,Fitness,Dance Studio,54,35,1300000
Delhi,Education,Online Course,54,61,2200000
Thane,Food,Restaurant,100,45,1500000
Indore,Education,Tuition Center,54,20,2600000
Hyderabad,Tourism,Guest House,52,22,1100000
Kalyan,Tech,Mobile Repair,79,51,3600000
Hyderabad,Fitness,Dance Studio,66,32,3900000
Ghaziabad,Retail,Clothing Boutique,89,49,1700000
Vasai,Tech,Electronics Store,67,26,5000000
Dhanbad,Tourism,Guest House,62,21,4800000
Jabalpur,Retail,Grocery Store,51,78,800000
Navi Mumbai,Education,Online Course,97,28,2200000
Dhanbad,Healthcare,Diagnostic Center,76,51,600000
Nashik,Education,Coaching Institute,73,46,1500000
Srinagar,Retail,Bookstore,97,67,2100000
Ranchi,Tourism,Travel Agency,64,62,3500000
Dhanbad,Retail,Clothing Boutique,71,49,2600000
Bangalore,Healthcare,Pharmacy,59,20,1600000
Mysore,Healthcare,Pharmacy,50,77,2300000
Hyderabad,Fitness,Dance Studio,98,74,2600000
Varanasi,Tourism,Guest House,59,34,900000
Kolkata,Healthcare,Clinic,67,76,900000
Indore,Education,Online Course,74,71,3000000
Kolkata,Food,Bakery,78,52,2200000
Chennai,Food,Bakery,57,69,2500000
Solapur,Retail,Clothing Boutique,79,21,5000000
Solapur,Food,Cloud Kitchen,98,27,3700000
Bhopal,Food,Restaurant,94,21,4300000
Hubli,Tourism,Guest House,75,28,3500000
Bangalore,Education,Coaching Institute,60,34,2400000
Jabalpur,Fitness,Dance Studio,70,63,3100000
Delhi,Healthcare,Diagnostic Center,65,78,4700000
Lucknow,Food,Cafe,69,41,1000000
Gwalior,Fitness,Gym,60,21,3400000
Varanasi,Tech,Mobile Repair,88,54,3400000
Kanpur,Fitness,Dance Studio,98,36,1700000
Ahmedabad,Fitness,Dance Studio,93,78,5000000
Navi Mumbai,Healthcare,Clinic,75,66,2000000
Allahabad,Retail,Grocery Store,60,21,3400000
Howrah,Tourism,Tour Guide Service,61,58,1000000
Visakhapatnam,Education,Coaching Institute,91,34,4000000
Gwalior,Food,Restaurant,80,59,1700000
Meerut,Retail,Clothing Boutique,67,45,2200000
Mumbai,Tech,Electronics Store,64,56,2400000
Thane,Tech,Software Startup,81,72,2700000
Srinagar,Fitness,Dance Studio,97,50,3600000
Bangalore,Retail,Grocery Store,89,35,1300000
Ludhiana,Tourism,Travel Agency,52,21,4900000
Coimbatore,Tourism,Guest House,56,49,1300000
Solapur,Tourism,Tour Guide Service,62,48,3500000
Faridabad,Retail,Clothing Boutique,97,46,4300000
Kota,Education,Coaching Institute,54,71,2000000
Varanasi,Healthcare,Clinic,61,35,4400000
Indore,Healthcare,Pharmacy,100,63,800000
Pune,Healthcare,Diagnostic Center,74,54,2800000
Gwalior,Tourism,Tour Guide Service,68,51,1700000
Kalyan,Healthcare,Diagnostic Center,94,43,5000000
Aurangabad,Food,Cafe,84,27,1500000
Visakhapatnam,Education,Tuition Center,92,54,1600000
Indore,Fitness,Gym,95,64,4400000
Nagpur,Retail,Grocery Store,65,65,3200000
Agra,Fitness,Yoga Studio,76,56,2600000
Jabalpur,Healthcare,Diagnostic Center,93,33,1900000
Varanasi,Food,Cloud Kitchen,53,69,4800000
Chennai,Tech,Electronics Store,70,76,1800000
Ludhiana,Retail,Clothing Boutique,63,66,2400000
Jaipur,Food,Restaurant,55,26,4900000
Chandigarh,Education,Tuition Center,87,55,4200000
Dhanbad,Retail,Grocery Store,100,49,1700000
Howrah,Fitness,Gym,62,58,2400000
Allahabad,Fitness,Yoga Studio,74,31,3000000
Nagpur,Food,Restaurant,85,68,700000
Bangalore,Healthcare,Clinic,80,20,4500000
Nashik,Food,Cloud Kitchen,91,78,5000000
Pune,Retail,Clothing Boutique,84,26,2700000
Navi Mumbai,Education,Online Course,68,34,1200000
Patna,Healthcare,Pharmacy,80,26,2400000
Jodhpur,Food,Restaurant,85,74,1800000
Kota,Food,Cloud Kitchen,61,21,4200000
Vijayawada,Fitness,Yoga Studio,58,34,3700000
Vijayawada,Retail,Bookstore,71,58,1700000
Ghaziabad,Fitness,Yoga Studio,94,52,3900000
Delhi,Retail,Bookstore,61,62,1700000
Faridabad,Education,Coaching Institute,96,45,1400000
Madurai,Healthcare,Clinic,100,35,2100000
Agra,Tech,Software Startup,78,79,3400000
Nagpur,Retail,Clothing Boutique,83,73,1100000
Lucknow,Food,Cloud Kitchen,98,75,3100000
Allahabad,Retail,Grocery Store,62,54,3000000
Kalyan,Fitness,Gym,92,78,1600000
Hyderabad,Fitness,Yoga Studio,97,60,3100000
Visakhapatnam,Tourism,Travel Agency,52,40,3500000
Ghaziabad,Food,Restaurant,81,43,600000
Allahabad,Tech,Software Startup,82,53,3000000
Howrah,Tourism,Guest House,80,39,1400000
Mumbai,Tech,Mobile Repair,97,79,600000
Ranchi,Retail,Clothing Boutique,60,40,1600000
Chandigarh,Tourism,Tour Guide Service,91,66,2100000
Bhopal,Healthcare,Clinic,97,77,1200000
Rajkot,Food,Bakery,90,43,4700000
Nagpur,Education,Tuition Center,92,28,600000
Kolkata,Retail,Clothing Boutique,60,20,4100000
Bangalore,Retail,Grocery Store,58,21,2100000
Navi Mumbai,Education,Tuition Center,61,63,4600000
Jabalpur,Education,Tuition Center,96,55,1000000
Indore,Fitness,Dance Studio,81,36,3600000
Mysore,Food,Cloud Kitchen,99,44,1600000
Bhopal,Food,Cafe,70,43,4700000
Hyderabad,Tourism,Travel Agency,98,50,1300000
Delhi,Retail,Clothing Boutique,65,39,3100000
Kota,Education,Coaching Institute,98,26,1500000
Visakhapatnam,Retail,Clothing Boutique,60,75,800000
Varanasi,Healthcare,Clinic,62,68,3300000
Ghaziabad,Food,Bakery,92,78,1700000
Delhi,Retail,Grocery Store,70,49,5000000
Bangalore,Healthcare,Diagnostic Center,98,43,2000000
Tiruchirappalli,Tech,Mobile Repair,52,72,1400000
Thane,Food,Cafe,69,72,2600000
Mumbai,Education,Online Course,53,70,800000
Solapur,Food,Cloud Kitchen,79,72,3300000
Mumbai,Fitness,Dance Studio,84,44,4100000
Ghaziabad,Tech,Software Startup,95,44,2500000
Chennai,Tech,Electronics Store,84,52,4500000
Jabalpur,Retail,Clothing Boutique,66,68,1700000
Jodhpur,Healthcare,Diagnostic Center,93,42,4500000
Mumbai,Food,Restaurant,80,32,500000
Nagpur,Healthcare,Diagnostic Center,57,21,1600000
Nagpur,Education,Tuition Center,76,44,4200000
Rajkot,Education,Online Course,81,43,600000
Hyderabad,Food,Cafe,76,41,4300000
Raipur,Retail,Bookstore,52,69,3800000
Navi Mumbai,Healthcare,Diagnostic Center,52,43,3100000
Rajkot,Retail,Clothing Boutique,61,51,2600000
Mumbai,Tourism,Travel Agency,53,36,3000000
Varanasi,Healthcare,Clinic,77,29,4000000
Dhanbad,Food,Cafe,98,65,3800000
Tiruchirappalli,Tech,Mobile Repair,80,66,4200000
Madurai,Fitness,Gym,93,59,2100000
Srinagar,Retail,Clothing Boutique,89,79,3700000
Guwahati,Fitness,Gym,89,62,3200000
Hyderabad,Fitness,Yoga Studio,86,39,2700000
Lucknow,Tourism,Guest House,54,53,4300000
Navi Mumbai,Tourism,Guest House,72,66,2100000
Srinagar,Education,Coaching Institute,79,50,500000
Meerut,Tech,Mobile Repair,89,80,4500000
Navi Mumbai,Fitness,Yoga Studio,65,60,4200000
Vasai,Fitness,Gym,91,62,4500000
Madurai,Education,Tuition Center,54,56,1500000
Aurangabad,Healthcare,Diagnostic Center,60,31,3200000
Aurangabad,Tech,Mobile Repair,55,52,2800000
Chennai,Fitness,Dance Studio,83,39,1800000
Nagpur,Education,Coaching Institute,51,38,600000
Mysore,Food,Cloud Kitchen,68,79,5000000
Jabalpur,Retail,Clothing Boutique,79,31,2500000
Ahmedabad,Fitness,Gym,95,28,2200000
Vasai,Tourism,Guest House,61,53,3000000
Kolkata,Tourism,Guest House,95,34,3600000
Pune,Healthcare,Diagnostic Center,90,47,3700000
Kota,Tourism,Tour Guide Service,81,35,4900000
Jabalpur,Tech,Electronics Store,60,46,2000000
Ludhiana,Retail,Grocery Store,91,58,2100000
Varanasi,Healthcare,Pharmacy,51,69,700000
Nagpur,Healthcare,Clinic,88,42,2200000
Ahmedabad,Food,Cloud Kitchen,75,41,3400000
Faridabad,Education,Tuition Center,80,67,800000
Kolkata,Healthcare,Diagnostic Center,83,41,2600000
Bangalore,Healthcare,Diagnostic Center,64,38,1400000
Allahabad,Healthcare,Pharmacy,99,23,5000000
Delhi,Healthcare,Clinic,77,68,4800000
Navi Mumbai,Retail,Bookstore,91,73,2400000
Gwalior,Retail,Clothing Boutique,96,20,4500000
Delhi,Retail,Clothing Boutique,58,33,700000
Ludhiana,Fitness,Dance Studio,50,24,2700000
Tiruchirappalli,Education,Coaching Institute,57,80,3500000
Chandigarh,Tech,Mobile Repair,97,71,4300000
Patna,Food,Cloud Kitchen,71,50,4600000
Thane,Healthcare,Pharmacy,59,65,4400000
Howrah,Tourism,Travel Agency,50,65,2200000
Vijayawada,Fitness,Yoga Studio,96,73,4300000
Coimbatore,Retail,Clothing Boutique,53,50,1500000
Pune,Tourism,Guest House,81,48,4700000
Solapur,Education,Online Course,60,51,3100000
Kolkata,Food,Restaurant,50,64,3800000
Mumbai,Education,Tuition Center,80,33,1500000
Lucknow,Education,Online Course,62,31,4500000
Meerut,Education,Coaching Institute,50,80,3500000
Amritsar,Tech,Electronics Store,63,54,2100000
Delhi,Fitness,Dance Studio,83,66,4200000
Solapur,Healthcare,Pharmacy,91,21,2400000
Thane,Healthcare,Clinic,61,47,1200000
Agra,Tourism,Guest House,97,38,1400000
Navi Mumbai,Education,Coaching Institute,78,25,3900000
Patna,Education,Coaching Institute,84,49,1100000
Gwalior,Tech,Mobile Repair,68,64,1500000
Chennai,Retail,Bookstore,94,47,700000
Kanpur,Food,Bakery,75,24,2800000
Jodhpur,Tourism,Travel Agency,88,63,4000000
Bangalore,Tourism,Guest House,81,21,1400000
Bhopal,Tourism,Guest House,96,29,3200000
Coimbatore,Education,Online Course,83,79,4500000
Hyderabad,Healthcare,Clinic,90,55,1300000
Lucknow,Retail,Clothing Boutique,62,68,2800000
Delhi,Retail,Clothing Boutique,70,66,900000
Nashik,Food,Restaurant,57,48,1100000
Jabalpur,Healthcare,Pharmacy,61,78,1200000
Kolkata,Food,Bakery,83,41,1300000
Faridabad,Healthcare,Pharmacy,66,26,4300000
Delhi,Food,Restaurant,74,41,3800000
Vijayawada,Education,Coaching Institute,78,51,4700000
Chennai,Tech,Electronics Store,87,42,2900000
Jodhpur,Tech,Software Startup,62,52,4500000
Bhopal,Fitness,Gym,85,39,3300000
Vasai,Education,Online Course,62,79,1800000
Meerut,Fitness,Yoga Studio,50,20,3500000
Visakhapatnam,Tourism,Travel Agency,87,43,4300000
Vasai,Tourism,Guest House,71,28,800000
Bangalore,Tourism,Tour Guide Service,57,46,3100000
Lucknow,Healthcare,Pharmacy,79,58,3300000
Howrah,Tech,Electronics Store,75,74,600000
Ranchi,Healthcare,Clinic,81,77,2600000
Guwahati,Healthcare,Clinic,64,30,5000000
Patna,Tourism,Guest House,63,77,4400000
Amritsar,Education,Coaching Institute,95,27,4000000
Delhi,Healthcare,Clinic,68,41,1600000
Srinagar,Education,Tuition Center,87,36,3000000
Aurangabad,Fitness,Gym,95,35,900000
Madurai,Food,Bakery,75,32,3900000
Patna,Education,Online Course,58,61,1400000
Ghaziabad,Healthcare,Clinic,91,74,4200000
Jabalpur,Healthcare,Clinic,57,60,1400000
Vijayawada,Fitness,Gym,100,38,2800000
Jodhpur,Education,Online Course,60,41,4100000
Indore,Fitness,Dance Studio,89,77,2400000
Chennai,Tourism,Tour Guide Service,62,45,2700000
Gwalior,Tech,Mobile Repair,63,59,3800000
Howrah,Healthcare,Diagnostic Center,87,32,700000
Patna,Healthcare,Diagnostic Center,65,50,2600000
Nagpur,Retail,Bookstore,83,34,3100000
Chennai,Tech,Software Startup,59,51,800000
Rajkot,Education,Coaching Institute,80,76,5000000
Amritsar,Fitness,Gym,83,33,4100000
Aurangabad,Retail,Grocery Store,68,36,4400000
Hyderabad,Healthcare,Diagnostic Center,50,37,2800000
Kota,Tourism,Tour Guide Service,76,22,2000000
Rajkot,Food,Restaurant,50,52,4800000
Howrah,Tourism,Tour Guide Service,53,52,900000
Lucknow,Fitness,Dance Studio,52,37,3400000
Bangalore,Education,Coaching Institute,82,36,4300000
Patna,Tourism,Guest House,51,43,900000
Amritsar,Education,Coaching Institute,87,74,4700000
Jaipur,Education,Coaching Institute,66,79,2300000
Faridabad,Healthcare,Diagnostic Center,74,69,1600000
Gwalior,Tourism,Travel Agency,60,58,3600000
Ahmedabad,Fitness,Gym,61,38,1800000
Kota,Food,Cloud Kitchen,61,64,4100000
Bhopal,Food,Bakery,69,25,4400000
Ghaziabad,Healthcare,Clinic,92,36,1400000
Chennai,Food,Bakery,57,70,4100000
Hyderabad,Food,Cloud Kitchen,77,42,3300000
Varanasi,Education,Tuition Center,62,35,1600000
Ranchi,Tourism,Tour Guide Service,68,40,3600000
Navi Mumbai,Tourism,Tour Guide Service,81,20,1900000
Varanasi,Tourism,Tour Guide Service,73,59,1400000
Kolkata,Food,Bakery,78,28,1400000
Coimbatore,Healthcare,Pharmacy,72,37,500000
Gwalior,Healthcare,Clinic,85,52,4000000
Kanpur,Food,Bakery,71,52,2300000
Chennai,Education,Coaching Institute,71,22,800000
Ahmedabad,Fitness,Yoga Studio,81,72,1900000
Mumbai,Food,Cafe,83,52,2900000
Nashik,Tech,Software Startup,71,41,2300000
Visakhapatnam,Healthcare,Diagnostic Center,59,69,3200000
Ghaziabad,Healthcare,Clinic,86,73,3800000
Hubli,Tourism,Guest House,50,50,4800000
Tiruchirappalli,Fitness,Dance Studio,66,69,2000000
Srinagar,Education,Online Course,86,42,3100000
Coimbatore,Fitness,Yoga Studio,75,43,3500000
Coimbatore,Tech,Mobile Repair,56,67,2700000
Jabalpur,Education,Tuition Center,80,69,4600000
Aurangabad,Tourism,Travel Agency,65,27,3200000
Chennai,Food,Cloud Kitchen,63,40,3100000
Dhanbad,Fitness,Yoga Studio,78,68,4000000
Rajkot,Healthcare,Diagnostic Center,99,27,3200000
Nashik,Retail,Grocery Store,93,45,1000000
Solapur,Tech,Software Startup,94,56,2900000
Ludhiana,Education,Online Course,50,59,1300000
Kalyan,Healthcare,Pharmacy,52,61,5000000
Mumbai,Healthcare,Clinic,77,68,2900000
Tiruchirappalli,Tourism,Guest House,62,56,900000
Bhopal,Tech,Electronics Store,83,50,900000
Pune,Education,Online Course,62,65,3700000
